I,N, 13781387,85,,E,56,898303119,510535,8092,D,D127,F,R,6,2,30,217,,3,238,,R,16.73,1.47,UP,,1416446580000,52.7,.01,3.16,35.97,19-NOV-2014:20:23:00,
I,N, 13781387,85,,E,56,898303119,510535,8092,D,D127,F,R,6,2,30,217,,4,237,,L,11.38,1.33,UP,,1416446580000,46.31,-1.67,-2.99,34.93,19-NOV-2014:20:23:00,
I,N, 13781387,85,,E,56,898303119,510535,8092,D,D127,F,R,6,2,30,217,,4,237,,R,7.77,1.21,UP,,1416446580000,44.1,-.81,-2.63,36.33,19-NOV-2014:20:23:00,
I,N, 13781387,85,,E,56,898303119,510535,8092,D,D127,F,R,6,2,30,217,,5,236,,L,8.29,1.24,UP,,1416446580000,43.02,-.74,-1.66,34.73,19-NOV-2014:20:23:00,
I,N, 13781387,85,,E,56,898303119,510535,8092,D,D127,F,R,6,2,30,217,,5,236,,R,9.75,1.25,UP,,1416446580000,48,-.8,-1.8,38.25,19-NOV-2014:20:23:00,
I,N, 13781387,85,,E,56,898303119,510535,8092,D,D127,F,R,6,2,30,217,,6,235,,L,10.96,1.33,UP,,1416446580000,44.43,-.89,-1.59,33.47,19-NOV-2014:20:23:00,
I,N, 13781387,85,,E,56,898303119,510535,8092,D,D127,F,R,6,2,30,217,,6,235,,R,16.77,1.45,UP,,1416446580000,54.32,.05,-2.12,37.55,19-NOV-2014:20:23:00,
I,N, 13781387,85,,E,56,898303052,543755,7527,D,D127,F,F,6,2,1,210,,1,1,,L,12.23,1.32,UP,,1416446580000,50.23,.33,-3.89,38,19-NOV-2014:20:23:00,
I,N, 13781387,85,,E,56,898303052,543755,7527,D,D127,F,F,6,2,1,210,,1,1,,R,7.52,1.23,UP,,1416446580000,39.97,.06,2.43,32.45,19-NOV-2014:20:23:00,
I,N, 13781387,85,,E,56,898303052,543755,7527,D,D127,F,F,6,2,1,210,,2,2,,L,13.16,1.35,UP,,1416446580000,50.65,.16,3.42,37.49,19-NOV-2014:20:23:00,
I,N, 13781387,85,,E,56,898303052,543755,7527,D,D127,F,F,6,2,1,210,,2,2,,R,9.1,1.26,UP,,1416446580000,43.68,.96,2.48,34.58,19-NOV-2014:20:23:00,
I,N, 13781387,85,,E,56,898303052,543755,7527,D,D127,F,F,6,2,1,210,,3,3,,L,7.77,1.21,UP,,1416446580000,44.04,1.68,3.67,36.27,19-NOV-2014:20:23:00,
I,N, 13781387,85,,E,56,898303052,543755,7527,D,D127,F,F,6,2,1,210,,3,3,,R,10.09,1.33,UP,,1416446580000,40.83,-.53,-1.98,30.74,19-NOV-2014:20:23:00,
I,N, 13781387,85,,E,56,898303052,543755,7527,D,D127,F,F,6,2,1,210,,4,4,,L,5.59,1.15,UP,,1416446580000,42.81,.07,5.25,37.22,19-NOV-2014:20:23:00,
I,N, 13781387,85,,E,56,898303052,543755,7527,D,D127,F,F,6,2,1,210,,4,4,,R,12.7,1.36,UP,,1416446580000,47.86,.3,1.96,35.16,19-NOV-2014:20:23:00,
I,N, 13781387,85,,E,56,898303052,543755,7527,D,D127,F,F,6,2,1,210,,5,5,,L,7.16,1.2,UP,,1416446580000,43.25,.31,2.53,36.09,19-NOV-2014:20:23:00,
I,N, 13781387,85,,E,56,898303052,543755,7527,D,D127,F,F,6,2,1,210,,5,5,,R,8.84,1.26,UP,,1416446580000,43.22,1.16,2.11,34.38,19-NOV-2014:20:23:00,
I,N, 13781387,85,,E,56,898303052,543755,7527,D,D127,F,F,6,2,1,210,,6,6,,L,5.51,1.15,UP,,1416446580000,41.25,.52,3,35.74,19-NOV-2014:20:23:00,
I,N, 13781387,85,,E,56,898303052,543755,7527,D,D127,F,F,6,2,1,210,,6,6,,R,6,1.18,UP,,1416446580000,38.5,-.08,-2.15,32.5,19-NOV-2014:20:23:00,
I,N, 13781407,158,,N,41,898304488,636594,9637,D,D127,F,R,6,2,3,205,,1,18,,L,5.48,1.17,UP,,1416446820000,38.02,.08,-2.25,32.54,19-NOV-2014:20:27:00,
I,N, 13781407,158,,N,41,898304488,636594,9637,D,D127,F,R,6,2,3,205,,1,18,,R,6.77,1.21,UP,,1416446820000,39.24,-.38,-1.92,32.47,19-NOV-2014:20:27:00,
I,N, 13781407,158,,N,41,898304488,636594,9637,D,D127,F,R,6,2,3,205,,2,17,,L,9.52,1.27,UP,,1416446820000,44.26,-.21,1.97,34.74,19-NOV-2014:20:27:00,
I,N, 13781407,158,,N,41,898304488,636594,9637,D,D127,F,R,6,2,3,205,,2,17,,R,6.4,1.19,UP,,1416446820000,40.75,-.48,-3.02,34.35,19-NOV-2014:20:27:00,
I,N, 13781407,158,,N,41,898304488,636594,9637,D,D127,F,R,6,2,3,205,,3,16,,L,8.55,1.26,UP,,1416446820000,42.03,-.23,-2.35,33.48,19-NOV-2014:20:27:00,
I,N, 13781407,158,,N,41,898304488,636594,9637,D,D127,F,R,6,2,3,205,,3,16,,R,7.88,1.23,UP,,1416446820000,42.87,-.58,-3.84,34.99,19-NOV-2014:20:27:00,
I,N, 13781407,158,,N,41,898304488,636594,9637,D,D127,F,R,6,2,3,205,,4,15,,L,6.97,1.2,UP,,1416446820000,42.15,-.58,-1.7,35.18,19-NOV-2014:20:27:00,
I,N, 13781407,158,,N,41,898304488,636594,9637,D,D127,F,R,6,2,3,205,,4,15,,R,10.91,1.32,UP,,1416446820000,45.02,-.28,2.03,34.11,19-NOV-2014:20:27:00,
I,N, 13781407,158,,N,41,898304488,636594,9637,D,D127,F,R,6,2,3,205,,5,14,,L,7.93,1.22,UP,,1416446820000,44.56,-.43,-1.93,36.63,19-NOV-2014:20:27:00,
I,N, 13781407,158,,N,41,898304488,636594,9637,D,D127,F,R,6,2,3,205,,5,14,,R,7.67,1.22,UP,,1416446820000,43.22,.62,5.68,35.55,19-NOV-2014:20:27:00,
I,N, 13781407,158,,N,41,898304488,636594,9637,D,D127,F,R,6,2,3,205,,6,13,,L,8.19,1.25,UP,,1416446820000,41.41,.53,3.43,33.22,19-NOV-2014:20:27:00,
I,N, 13781407,158,,N,41,898304488,636594,9637,D,D127,F,R,6,2,3,205,,6,13,,R,6.67,1.2,UP,,1416446820000,39.41,-.45,4.92,32.74,19-NOV-2014:20:27:00,
I,N, 13781406,57,,E,40,898304259,1367588,7765,D,D127,F,F,6,2,2,213,,1,7,,L,4,1.11,UP,,1416448620000,40,-1.44,-2.27,36,19-NOV-2014:20:57:00,
